product_url,target_price
https://www.amazon.com/-/he/dp/B0CL61F39H/ref=sr_1_1?crid=3L6GM9V7VEPQQ&dib=eyJ2IjoiMSJ9.AHjTd7ZFe8s8RHzX7QExwDesCneAdSrHHQ5Jj2D66rvF-pjGi8aIBEUBd2Es1eHM3WTiK9PkEloVhyt-Gwo_VaVSD8HWlrHw6lknKp9XIn8oft0hEMiDGCX3gYhF_YgGtnWCzQsgpDxSi3BgTP6xW0HpaqLX4Dsw1vV25Gvj4FPC8qXXkz44FlsvvxvaSa6AFy5wkHuNWqZHqfeT36vbd69SHq-P4RBWnvE2RnyMGLI.ieKx5HshoxJ3fcASVB0-MiAfluQT7N2YJ562ko-1apU&dib_tag=se&keywords=playstation%2B5&qid=1719339837&sprefix=plays%2Caps%2C335&sr=8-1&th=1,450
https://www.amazon.com/dp/B075CYMYK6?ref_=cm_sw_r_cp_ud_ct_FM9M699VKHTT47YD50Q6&th=1,100
